City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Moron,AR,-34.6534,-58.6198,71.02,48,4,9.51,clear sky
461,Inverness,GB,57.4791,-4.224,48.97,83,75,9.22,broken clouds
462,Ludvika,SE,60.1496,15.1878,45.34,55,58,12.01,broken clouds
463,Igarka,RU,67.4667,86.5833,0.1,99,20,7.18,few clouds
464,Sabancuy,MX,18.9667,-91.1833,87.85,49,0,5.88,clear sky
465,Antofagasta,CL,-23.65,-70.4,72.21,49,27,7.09,scattered clouds
466,Ucluelet,CA,48.9329,-125.5528,48.09,89,82,1.01,broken clouds
467,Salym,RU,60.0625,71.4789,17.11,97,95,2.77,overcast clouds
468,Valdemarpils,LV,57.3707,22.5919,49.28,66,42,10.87,scattered clouds
469,Nanhai,CN,30.1282,111.7784,68.97,88,0,6.22,clear sky
470,Aklavik,CA,68.2191,-135.0107,21.31,93,59,13.47,broken clouds
471,Milkovo,RU,54.7167,158.6167,29.61,97,100,7.58,light snow
472,Salalah,OM,17.0151,54.0924,84.29,79,20,8.05,few clouds
473,Nyurba,RU,63.2842,118.3319,11.61,99,99,2.24,overcast clouds
474,Udachnyy,RU,66.4167,112.4,3.11,99,99,4.27,overcast clouds
475,Long Branch,US,40.3043,-73.9924,63.32,63,100,4.61,overcast clouds
476,Torbat-E Jam,IR,35.244,60.6225,67.69,52,84,3.74,broken clouds
477,Imbituba,BR,-28.24,-48.6703,75.85,67,98,14.85,overcast clouds
478,Fort Saint James,CA,54.4333,-124.25,45.43,58,70,3.76,broken clouds
479,Banjar,ID,-8.19,114.9675,78.53,90,77,3.15,broken clouds
480,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,40,40,9.22,scattered clouds
481,Lianzhou,CN,24.7811,112.3825,71.58,96,0,1.66,clear sky
482,Ust-Tsilma,RU,65.441,52.1498,31.53,94,100,4.47,overcast clouds
483,Monrovia,LR,6.3005,-10.7969,87.57,72,85,10.02,overcast clouds
484,Saint-Georges,GD,12.0564,-61.7485,80.28,74,40,23.02,scattered clouds
485,Puerto Escondido,MX,15.85,-97.0667,87.78,55,1,8.08,clear sky
486,Jieshi,CN,22.8134,115.8257,78.94,86,2,7.31,clear sky
487,Governador Dix-Sept Rosado,BR,-5.4577,-37.5209,85.37,67,96,5.39,moderate rain
488,Mnogovershinnyy,RU,53.9353,139.9242,14.88,92,54,1.28,broken clouds
489,Suba,PH,10.8438,121.0102,84.06,77,86,12.03,overcast clouds
490,Tonantins,BR,-2.8731,-67.8022,86.2,70,95,3.04,overcast clouds
491,Catabola,AO,-12.15,17.2833,62.62,69,100,2.35,overcast clouds
492,Najran,SA,17.4924,44.1277,82.94,17,84,9.98,broken clouds
493,Tautira,PF,-17.7333,-149.15,78.26,78,100,9.06,moderate rain
494,Misratah,LY,32.3754,15.0925,66.29,58,0,11.01,clear sky
495,Shieli,KZ,44.1667,66.75,62.92,76,65,9.55,broken clouds
496,Cairns,AU,-16.9167,145.7667,76.95,83,75,10.36,light rain
497,Do Gonbadan,IR,30.3586,50.7981,74.46,13,100,1.07,overcast clouds
498,San Cristobal,VE,7.7669,-72.225,75.38,64,61,2.1,broken clouds
499,Fare,PF,-16.7,-151.0167,79.61,75,95,6.06,light rain
500,Mayumba,GA,-3.432,10.6554,79.56,83,98,2.98,light rain
501,Gidole,ET,5.65,37.3667,59.18,85,100,3.06,light rain
502,Del Rio,US,29.3627,-100.8968,78.91,61,100,18.41,overcast clouds
503,Springbok,ZA,-29.6643,17.8865,56.26,59,0,7.49,clear sky
504,Lebu,CL,-37.6167,-73.65,58.21,72,40,5.75,scattered clouds
505,Impfondo,CG,1.6381,18.0667,76.73,86,96,4.54,moderate rain
506,Boyolangu,ID,-8.1181,111.8935,77.2,92,100,1.39,overcast clouds
507,Arsikere,IN,13.3139,76.2561,82.4,43,92,8.19,overcast clouds
508,Sabang,ID,5.8933,95.3214,84.81,69,99,3.04,overcast clouds
509,Acajutla,SV,13.5928,-89.8275,86.94,52,1,7.14,clear sky
510,Moose Factory,CA,51.2585,-80.6094,34.95,50,99,10.13,overcast clouds
511,Paragominas,BR,-2.9667,-47.4833,72.73,99,100,1.63,light rain
512,Ijui,BR,-28.3878,-53.9147,68.18,59,12,6.26,few clouds
513,Bambous Virieux,MU,-20.3428,57.7575,76.21,78,75,17.27,broken clouds
514,Vanimo,PG,-2.6741,141.3028,76.57,87,94,3.22,overcast clouds
515,Gejiu,CN,23.306,103.1635,56.79,85,12,3.15,few clouds
516,Kieta,PG,-6.2167,155.6333,79.97,81,100,3.2,overcast clouds
517,Karasjok,NO,69.4719,25.5112,37.71,78,72,5.75,broken clouds
518,Miri,MY,4.4148,114.0089,78.67,88,99,3.31,light rain
519,Xinmin,CN,41.9908,122.8253,56.77,45,74,11.68,broken clouds
520,Touros,BR,-5.1989,-35.4608,81.52,80,100,13.44,heavy intensity rain
521,Masuguru,TZ,-11.3667,38.4167,77.07,85,91,4.05,overcast clouds
522,Panzhihua,CN,26.5851,101.7128,69.71,67,38,0.47,scattered clouds
523,Thiadiaye,SN,14.4205,-16.7056,92.21,7,41,10.45,scattered clouds
524,Krasnoarmeysk,RU,51.0239,45.6969,52.12,73,60,6.04,broken clouds
525,Savannah Bight,HN,16.45,-85.85,79.45,72,49,1.14,scattered clouds
526,Cheyenne,US,41.14,-104.8203,43.99,49,0,35.99,clear sky
527,Carndonagh,IE,55.25,-7.2667,55.71,64,12,12.12,few clouds
528,Zimovniki,RU,47.1483,42.4633,53.83,66,50,7.81,scattered clouds
529,Egra,CZ,50.0796,12.3739,56.97,65,94,11.61,overcast clouds
530,Tilichiki,RU,60.4667,166.1,13.77,95,100,7.92,overcast clouds
531,Tekeli,KZ,44.83,78.8239,52.38,73,96,9.13,overcast clouds
532,Jilib,SO,0.4883,42.7854,81.55,77,31,9.64,scattered clouds
533,Timaru,NZ,-44.4,171.25,55.0,59,100,7.85,overcast clouds
534,Alvdal,NO,62.1077,10.6307,43.0,75,49,3.56,scattered clouds
535,La Ronge,CA,55.1001,-105.2842,40.48,70,83,3.85,broken clouds
536,Abnub,EG,27.2696,31.1511,81.36,10,0,9.8,clear sky
537,Sharan,RU,54.8167,54.0,46.44,71,31,6.4,scattered clouds
538,Grigiskes,LT,54.6833,25.0833,47.84,95,100,2.3,mist
539,Cayenne,GF,4.9333,-52.3333,86.04,1,100,8.05,overcast clouds
540,Yuli,NG,9.6989,10.2744,101.82,17,99,7.14,overcast clouds
541,Beira,MZ,-19.8436,34.8389,75.38,82,2,7.27,clear sky
542,Kushiro,JP,42.975,144.3747,39.15,75,0,2.86,clear sky
543,Jefferson City,US,38.5767,-92.1735,81.7,42,0,14.0,clear sky
544,Aswan,EG,24.0934,32.907,86.9,6,0,10.76,clear sky
545,Ekibastuz,KZ,51.6667,75.3667,31.03,42,43,16.4,scattered clouds
546,Tomatlan,MX,19.9333,-105.25,88.07,35,0,6.26,clear sky
547,Sakakah,SA,29.9697,40.2064,71.76,61,50,20.51,light rain
548,Svetlaya,RU,46.5389,138.3297,37.9,92,83,4.92,broken clouds
549,Chicama,PE,-7.8447,-79.1469,63.14,65,47,9.35,scattered clouds
550,Bengkulu,ID,-3.8004,102.2655,75.9,93,100,7.36,moderate rain
551,San Luis,AR,-33.295,-66.3356,75.09,37,68,21.07,broken clouds
552,Adwa,ET,14.1646,38.8955,72.37,44,92,2.08,light rain
553,Matara,LK,5.9485,80.5353,79.75,84,72,4.32,broken clouds
554,Gerash,IR,27.6652,54.1371,82.54,14,98,8.12,overcast clouds
555,Goderich,CA,43.7501,-81.7165,55.72,58,80,20.71,broken clouds
556,Ivankiv,UA,50.9386,29.8943,50.95,87,100,3.29,overcast clouds
557,Ambilobe,MG,-13.2,49.05,75.69,88,69,4.03,broken clouds
558,Miles City,US,46.4083,-105.8406,32.97,93,100,25.32,heavy snow
559,Zhezkazgan,KZ,47.8043,67.7144,55.81,21,100,21.83,overcast clouds
560,Athabasca,CA,54.7169,-113.2854,50.0,54,43,4.83,scattered clouds
561,Qaqortoq,GL,60.7167,-46.0333,35.87,99,100,4.47,light rain
562,Caibarien,CU,22.5206,-79.4669,83.52,70,37,19.98,scattered clouds
563,Peleduy,RU,59.6289,112.7406,22.42,97,100,1.36,overcast clouds
564,Ashland,US,40.8167,-82.2665,79.99,47,50,13.09,scattered clouds
565,Novoagansk,RU,61.9449,76.6625,9.99,96,54,6.55,broken clouds
566,Sioux Lookout,CA,50.1001,-91.917,35.67,93,100,11.5,overcast clouds
567,Lompoc,US,34.6391,-120.4579,68.61,55,0,16.11,clear sky
568,Brainerd,US,46.358,-94.2008,62.38,88,75,17.27,mist
569,Coihueco,CL,-36.6167,-71.8333,56.14,94,100,13.8,mist
570,Sanandaj,IR,35.3144,46.9923,62.62,16,0,0.0,clear sky
571,South Lake Tahoe,US,38.9332,-119.9844,46.08,61,0,6.91,clear sky
572,Hearst,CA,49.6835,-83.6665,44.85,91,100,10.31,overcast clouds
573,Nabire,ID,-3.3667,135.4833,75.54,90,98,2.48,overcast clouds
574,Strezhevoy,RU,60.7333,77.5889,18.84,92,97,9.46,overcast clouds
575,Ikalamavony,MG,-21.15,46.5833,69.48,87,100,6.71,light rain
576,Kabompo,ZM,-13.5927,24.2008,66.11,86,21,2.8,few clouds
577,Kemijarvi,FI,66.7131,27.4306,37.08,76,62,1.34,broken clouds
578,Garden City,US,42.3256,-83.331,73.78,53,40,6.91,scattered clouds
579,Cabedelo,BR,-6.9811,-34.8339,84.87,74,73,14.94,broken clouds
580,Wagar,SD,16.1525,36.2032,101.55,13,29,11.59,scattered clouds
581,Sardarshahr,IN,28.4333,74.4833,87.28,13,0,6.87,clear sky
582,Yuancheng,CN,36.652,107.7896,66.78,28,100,6.6,overcast clouds
583,Iqaluit,CA,63.7506,-68.5145,10.13,72,20,3.44,few clouds
584,Razole,IN,16.4833,81.8333,82.35,82,80,8.43,broken clouds
585,Nemuro,JP,43.3236,145.575,39.22,76,2,11.36,clear sky
586,Chancay,PE,-11.5714,-77.2672,71.74,75,77,8.88,broken clouds
587,Boca Do Acre,BR,-8.7522,-67.3978,91.44,49,97,4.18,light rain
588,Pacific Grove,US,36.6177,-121.9166,57.31,81,0,4.0,clear sky
589,Nkowakowa,ZA,-23.8878,30.2871,70.38,69,7,1.83,clear sky
590,Sokolo,ML,14.7328,-6.1219,102.61,7,38,6.89,scattered clouds
591,Houma,US,29.5958,-90.7195,82.99,69,75,16.11,broken clouds
592,Imeni Poliny Osipenko,RU,52.4201,136.4853,27.64,91,100,6.24,overcast clouds
593,Nelson Bay,AU,-32.7167,152.15,62.01,96,75,7.4,light rain
594,General Roca,AR,-39.0333,-67.5833,69.62,16,1,38.41,clear sky
595,Loralai,PK,30.3705,68.598,73.11,18,66,7.31,broken clouds
596,Fortuna,US,40.5982,-124.1573,49.66,93,100,0.0,overcast clouds
597,Lac Du Bonnet,CA,50.2536,-96.0612,37.42,93,100,14.72,overcast clouds
598,Labuhan,ID,-6.8844,112.2051,79.5,85,98,3.42,overcast clouds
599,Krasnoselkup,RU,65.7,82.4667,4.8,97,100,8.68,overcast clouds
600,Seymchan,RU,62.8833,152.4333,1.13,99,66,3.98,broken clouds
601,Krasnovishersk,RU,60.4078,57.082,30.96,95,89,3.36,overcast clouds
602,Moyale,KE,3.5167,39.0584,72.36,72,100,5.7,light rain
603,Dongsheng,CN,39.8161,109.9776,59.72,20,97,15.7,overcast clouds
604,Punta Gorda,US,26.9298,-82.0454,86.0,56,40,14.97,scattered clouds
605,Santa Maria,BR,-29.6842,-53.8069,65.97,54,26,5.41,scattered clouds
606,Oussouye,SN,12.485,-16.5469,105.98,40,41,11.77,scattered clouds
607,Roma,US,43.2128,-75.4557,55.54,41,100,8.05,overcast clouds
608,Vologda,RU,59.2187,39.8886,43.09,82,100,9.13,overcast clouds
609,Sidi Ali,DZ,36.0998,0.4206,59.81,58,56,19.1,broken clouds
610,Sabha,LY,27.0377,14.4283,85.41,8,0,9.31,clear sky
611,Alexandria,EG,31.2156,29.9553,65.52,70,14,10.65,few clouds
612,Leh,IN,34.1667,77.5833,39.56,37,37,4.27,scattered clouds
613,Fallon,US,39.4735,-118.7774,51.93,43,20,5.75,few clouds
614,Madera,US,37.1666,-119.8343,64.98,65,15,1.01,few clouds
615,Kysyl-Syr,RU,63.8986,122.7617,9.07,98,100,2.48,overcast clouds
616,Bowen,AU,-20.0167,148.2333,75.42,81,53,20.2,broken clouds
617,Aasiaat,GL,68.7098,-52.8699,27.52,82,100,4.88,overcast clouds
618,Hirara,JP,24.8,125.2833,77.02,92,86,15.52,overcast clouds
619,Yumen,CN,40.2833,97.2,57.88,19,59,5.99,broken clouds
620,Uvarovka,RU,55.5278,35.6061,48.06,75,97,4.52,overcast clouds
621,Mokolo,CM,10.7398,13.8019,97.2,17,68,10.04,broken clouds
622,Vila Do Maio,CV,15.1333,-23.2167,84.99,78,14,13.78,few clouds
623,Giyon,ET,8.5333,37.9833,66.2,61,100,4.41,overcast clouds
624,Gazli,UZ,40.1333,63.45,77.72,33,100,8.5,overcast clouds
625,Trogir,HR,43.5125,16.2517,64.45,55,0,2.3,clear sky
626,Grants Pass,US,42.439,-123.3284,54.36,77,0,5.75,clear sky
627,Grand Baie,MU,-20.0182,57.5802,75.67,74,38,8.99,scattered clouds
628,Chagoda,RU,59.164,35.3285,41.77,90,94,7.74,overcast clouds
629,Fuling,CN,29.7022,107.3919,73.58,76,74,4.36,broken clouds
630,Bolshoye Nagatkino,RU,54.5196,47.9679,49.12,60,24,4.65,few clouds
631,Tazovskiy,RU,67.4667,78.7,-0.36,100,94,6.6,overcast clouds
632,Shingu,JP,33.7333,135.9833,62.06,87,100,4.32,overcast clouds
633,Ampanihy,MG,-24.7,44.75,74.95,80,100,4.85,light rain
634,Camacha,PT,33.0833,-16.3333,62.02,59,40,10.36,scattered clouds
635,Yar-Sale,RU,66.8333,70.8333,-3.14,99,63,5.84,broken clouds
636,Raga,SS,8.4596,25.678,88.56,33,68,2.98,broken clouds
637,Tibiri,NE,13.5627,7.0485,105.04,11,18,7.52,few clouds
638,Sorland,NO,67.667,12.6934,41.41,78,12,8.57,few clouds
639,Kudahuvadhoo,MV,2.6708,72.8944,84.81,73,99,11.88,overcast clouds
640,Sherbrooke,CA,45.4001,-71.8991,46.6,26,0,8.05,clear sky
641,Guamuchil,MX,25.4667,-108.1,80.67,33,4,4.83,clear sky
642,Jaguaribe,BR,-5.8906,-38.6219,88.23,55,85,5.08,overcast clouds
643,Olyka,UA,50.7186,25.8125,49.93,81,96,6.55,overcast clouds
644,Werota,ET,11.9167,37.7,74.91,47,90,4.12,light rain
645,Shenzhen,CN,22.5455,114.0683,78.85,93,7,3.53,clear sky
646,Alekseyevka,RU,50.6309,38.6903,55.78,61,100,5.57,overcast clouds
647,Cartagena,CO,10.3997,-75.5144,83.82,74,40,8.05,scattered clouds
648,Cootamundra,AU,-34.65,148.0333,55.94,90,0,7.85,clear sky
649,Burdur,TR,37.7203,30.2908,65.1,42,40,8.05,scattered clouds
650,Coruripe,BR,-10.1256,-36.1756,85.32,61,79,10.71,broken clouds
651,Parkersburg,US,39.2667,-81.5615,83.52,42,0,8.05,clear sky
652,Pemangkat,ID,1.1667,108.9667,80.73,81,90,1.83,overcast clouds
653,Alice Springs,AU,-23.7,133.8833,69.22,32,40,9.22,scattered clouds
654,Shitanjing,CN,39.2342,106.3439,61.5,16,100,10.11,overcast clouds
655,Kachiry,KZ,53.0675,76.1036,26.35,39,60,14.54,broken clouds
656,Neuquen,AR,-38.9516,-68.0591,69.93,20,2,37.02,clear sky
657,Oron,NG,4.8256,8.2343,83.1,75,65,6.69,broken clouds
658,Hobbs,US,32.7026,-103.136,76.19,16,0,7.0,clear sky
659,Abu Dhabi,AE,24.4667,54.3667,82.51,77,0,3.44,clear sky
660,Jardim,BR,-21.4803,-56.1381,86.88,52,30,8.66,scattered clouds
661,Iskateley,RU,67.6803,53.1512,1.29,95,44,3.31,scattered clouds
662,Kangasala,FI,61.4638,24.076,45.14,48,81,8.68,broken clouds
663,Apiai,BR,-24.5094,-48.8425,72.84,60,99,9.62,overcast clouds
664,High Level,CA,58.5169,-117.136,42.91,49,0,5.75,clear sky
665,Aldan,RU,58.6031,125.3894,14.27,87,53,3.8,broken clouds
666,Vao,NC,-22.6667,167.4833,74.3,77,66,23.82,broken clouds
667,Tura,IN,25.5198,90.2201,74.62,79,0,7.05,clear sky
668,Lukulu,ZM,-14.3707,23.242,72.86,60,94,4.7,overcast clouds
669,Iquique,CL,-20.2208,-70.1431,69.84,69,35,5.17,scattered clouds
670,Pocatello,US,42.8713,-112.4455,47.01,61,75,18.41,broken clouds
671,Sisimiut,GL,66.9395,-53.6735,30.43,97,100,3.85,light snow
672,Rokytne,UA,51.2796,27.214,43.83,96,100,3.44,overcast clouds
673,Aketi,CD,2.7388,23.7833,75.63,85,69,2.04,light rain
674,Silver City,US,32.7701,-108.2803,58.96,29,0,17.27,clear sky
675,Namtsy,RU,62.7161,129.6658,18.1,96,98,4.47,overcast clouds
676,Kisangani,CD,0.5167,25.2,77.41,80,95,1.72,light rain
677,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,81,100,3.44,overcast clouds
678,Broken Hill,AU,-31.95,141.4333,64.45,64,98,12.93,overcast clouds
679,Labuan,MY,5.2767,115.2417,80.96,94,20,1.14,few clouds
680,Rio Grande,BR,-32.035,-52.0986,71.71,45,0,12.39,clear sky
681,Erzin,TR,36.9559,36.2,73.9,35,3,7.02,clear sky
682,Siniscola,IT,40.5719,9.6922,67.55,58,19,10.07,few clouds
683,Harlingen,US,26.1906,-97.6961,85.96,46,100,23.02,overcast clouds
684,Lucapa,AO,-8.4192,20.7447,69.73,89,93,2.46,light rain
685,Srivardhan,IN,18.0333,73.0167,85.69,74,43,4.34,scattered clouds
686,Kaeo,NZ,-35.1,173.7833,52.32,94,20,5.23,few clouds
687,Ulladulla,AU,-35.35,150.4667,51.76,90,27,4.54,scattered clouds
688,Muncar,ID,-8.4333,114.3333,77.61,91,100,1.28,overcast clouds
689,Ternate,ID,0.8,127.4,79.99,83,100,5.23,moderate rain
690,Malakal,SS,9.5334,31.6605,89.2,41,71,4.76,broken clouds
691,Sotnikovo,RU,51.8845,107.4791,33.89,44,69,6.71,broken clouds
692,Taunggyi,MM,20.7833,97.0333,69.8,51,33,3.33,scattered clouds
693,Moanda,GA,-1.5575,13.2178,70.72,98,100,1.86,overcast clouds
694,Pljevlja,ME,43.3333,19.3333,53.35,80,63,4.36,broken clouds
695,Kondinskoye,RU,59.6481,67.41,18.14,91,70,3.67,broken clouds
696,Linxia,CN,35.6003,103.2064,48.76,67,100,6.24,light rain
697,Payo,ID,-3.7508,103.6372,73.63,99,100,1.48,light rain
